Y	2651166	0	0	2	0
Y	2655143	1	0	0	0
Y	2655925	0	0	0	44
Y	2655994	0	4	0	0
Y	2656126	0	10	0	0
Y	2656127	0	0	10	0
Y	2656153	0	0	0	6
Y	2656276	0	0	9	0
Y	2656944	0	4	0	0
Y	2656959	0	0	0	4
Y	2657176	0	19	0	0
Y	2657214	0	0	30	0
Y	2657349	0	0	0	28
Y	2657370	0	25	0	0
Y	2657404	0	21	0	0
Y	2657800	0	42	0	0
Y	2657847	0	0	0	12
Y	2658090	0	0	2	0
Y	2658159	0	0	2	0
Y	2658271	0	0	2	0
Y	2658285	0	2	0	0
Y	2658341	0	1	0	0
Y	2658343	1	0	0	0
Y	2658616	0	0	10	0
Y	2658745	0	0	0	17
Y	2658844	0	0	0	14
Y	2658864	0	0	47	0
Y	2658869	0	0	52	0
Y	2659133	0	0	0	13
Y	2659191	0	0	0	7
Y	2659266	6	0	0	0
Y	2659285	0	0	2	0
Y	2659347	22	0	0	0
Y	2659355	0	27	0	0
Y	2659472	0	0	3	0
Y	2659552	0	17	0	0
Y	2659661	0	0	17	0
Y	2659783	0	0	1	0
Y	2660120	0	0	31	0
Y	2660517	0	0	0	5
Y	2660712	0	0	0	4
Y	2661371	0	24	0	0
Y	2661794	0	25	0	0
Y	2661813	16	0	0	0
Y	2661836	0	17	0	0
Y	2661988	0	0	0	6
Y	2662086	0	0	21	0
Y	2662121	31	0	0	0
Y	2662351	0	0	6	0
Y	2662361	0	11	0	0
Y	2662380	20	0	0	0
Y	2662679	37	0	0	0
Y	2662740	0	13	0	0
Y	2662741	0	0	13	0
Y	2662982	0	0	0	14
Y	2663097	0	0	0	7
Y	2663116	0	0	16	0
Y	2663258	0	0	0	10
Y	2663288	0	9	0	0
Y	2663419	0	0	0	15
Y	2663443	0	13	0	0
Y	2663470	0	15	0	0
Y	2663920	3	0	0	0
Y	2663943	0	6	0	0
Y	2664094	31	0	0	0
Y	2664249	0	39	0	0
Y	2664491	0	49	0	0
Y	2664707	41	0	0	0
Y	2664790	0	0	0	13
Y	2665398	0	3	0	0
Y	2665408	0	0	4	0
Y	2665496	0	3	0	0
Y	2665914	13	0	0	0
Y	2665967	0	0	27	0
Y	2665975	0	27	0	0
Y	2666020	0	6	0	0
Y	2666213	0	0	21	0
Y	2666309	70	0	0	0
Y	2666317	0	49	0	0
Y	2666496	0	0	14	0
Y	2666521	0	0	0	4
Y	2666769	0	0	0	9
Y	2667009	0	0	0	26
Y	2667249	0	0	0	1
Y	2667592	39	0	0	0
Y	2667652	65	0	0	0
Y	2667728	0	0	44	0
Y	2667783	0	58	0	0
Y	2667926	0	0	0	11
Y	2668224	1	0	0	0
Y	2668269	0	0	0	9
Y	2668456	0	0	0	2
Y	2668496	0	0	22	0
Y	2668518	0	0	0	22
Y	2668527	0	21	0	0
Y	2668533	0	21	0	0
Y	2668557	0	22	0	0
Y	2668572	17	0	0	0
Y	2668809	0	0	14	0
Y	2669177	0	10	0	0
Y	2669193	0	0	10	0
Y	2669367	28	0	0	0
Y	2669415	0	28	0	0
Y	2669416	0	0	27	0
Y	2669543	0	2	0	0
Y	2669583	0	0	1	0
Y	2669716	0	1	0	0
Y	2669832	0	1	0	0
Y	2670219	0	5	0	0
Y	2670454	0	0	10	0
Y	2670971	0	0	4	0
Y	2671177	9	0	0	0
Y	2671229	0	9	0	0
Y	2671245	0	0	0	6
Y	2671688	0	0	0	5
Y	2671773	0	0	5	0
Y	2671852	0	8	0	0
Y	2671949	0	0	0	2
Y	2672086	13	0	0	0
Y	2672087	0	0	0	13
Y	2672123	0	0	0	12
Y	2672293	0	0	5	0
Y	2672386	0	0	0	2
Y	2672414	0	0	1	0
Y	2672425	0	0	0	4
Y	2672454	0	5	0	0
Y	2672582	0	0	2	0
Y	2672928	0	0	7	0
Y	2673305	0	3	0	0
Y	2674240	0	0	2	0
Y	2674808	6	0	0	0
Y	2675407	0	0	0	2
Y	2675457	2	0	0	0
Y	2675483	4	0	0	0
Y	2678179	0	0	0	1
Y	2680309	0	0	0	4
Y	2680959	0	0	0	1
Y	2681272	0	1	0	0
Y	2681382	4	0	0	0
Y	2681536	0	0	0	34
Y	2681554	42	0	0	0
Y	2681740	0	0	16	0
Y	2681884	24	0	0	0
Y	2681998	0	0	5	0
Y	2682031	0	0	0	3
Y	2682059	0	0	0	4
